gvkey,conm,tic,sic,naics,linkprim,liid,linktype,linkid,lpermno,lpermco,USEDFLAG,linkdt,linkenddt,GSECTOR,GGROUP,GIND,GSUBIND,SPCINDCD,SPCSECCD
003226,COMCAST CORP,CMCSA,4841,515210,J,02,LC,10,89565,43613,1,20021119,E,25,2540,254010,25401025,150,978
003226,COMCAST CORP,CMCSA,4841,515210,J,02,LC,9,11997,962,1,20021101,20021118,25,2540,254010,25401025,150,978
003226,COMCAST CORP,CMCSA,4841,515210,P,02,LC,8,11997,962,1,19931201,20021031,25,2540,254010,25401025,150,978
003226,COMCAST CORP,CMCSA,4841,515210,N,02,LC,7,11997,962,1,19861224,19931130,25,2540,254010,25401025,150,978
003231,COMERICA INC,CMA,6020,522110,P,01,LU,2,25081,1261,1,19721214,E,40,4010,401010,40101010,817,800
003238,COMMERCE BANCSHARES INC,CBSH,6020,522110,C,01,LU,2,25129,779,1,19721214,E,40,4010,401010,40101015,817,800
003243,CITIGROUP INC,C,6199,522291,P,01,LC,1,70519,20483,1,19861029,E,40,4020,402010,40201020,850,800
003265,COMMONWLTH TELE ENTER,CTCO,4813,517110,P,01,LC,2,25348,1221,1,19721214,20070330,50,5010,501010,50101020,463,974
003265,COMMONWLTH TELE ENTER,CTCO,4813,517110,J,02,LU,3,10195,1221,1,19860530,20030930,50,5010,501010,50101020,463,974
003278,AVIS BUDGET GROUP INC,CAR,7510,532111,P,01,LU,1,25487,6391,1,19830914,E,20,2030,203040,20304020,175,976
003310,CA INC,CA,7372,511210,P,01,LC,1,25778,5220,1,19811215,E,45,4510,451030,45103020,185,940
003333,ARTESYN TECHNOLOGIES INC,ATSN,3679,334419,C,01,LC,1,26009,1092,1,19730313,20060428,20,2010,201040,20104010,220,925
003336,COMPUTER SCIENCES CORP,CSC,7370,541512,P,01,LU,1,40125,20493,1,19640430,E,45,4510,451020,45102020,454,940
003362,CONAGRA FOODS INC,CAG,2000,31142,C,01,LU,2,56274,20495,1,19721214,E,30,3020,302020,30202030,250,978
003413,CONSOLIDATED EDISON INC,ED,4931,22111,P,01,LU,1,11404,20499,1,19620131,E,55,5510,551030,55103010,705,700
003413,CONSOLIDATED EDISON INC,ED,4931,22111,C,00X,LU,0,11404,20499,1,19510101,19620130,55,5510,551030,55103010,705,700
003439,CMS ENERGY CORP,CMS,4931,22111,J,02,LU,2,81770,20361,1,19950721,19991029,55,5510,551030,55103010,705,700
003439,CMS ENERGY CORP,CMS,4931,22111,P,01,LC,4,23229,20361,1,19620131,E,55,5510,551030,55103010,705,700
003439,CMS ENERGY CORP,CMS,4931,22111,C,00X,LC,3,23229,20361,1,19510101,19620130,55,5510,551030,55103010,705,700
003480,CERIDIAN CORP,CEN,8721,541214,P,01,LU,2,38914,20514,1,19630306,20071130,45,4510,451020,45102020,453,940
003497,COOPER INDUSTRIES LTD,CBE,3640,3351,C,00X,LU,0,21979,20517,1,19500101,19620130,20,2010,201040,20104010,220,925
003497,COOPER INDUSTRIES LTD,CBE,3640,3351,P,01,LU,1,21979,20517,1,19620131,E,20,2010,201040,20104010,220,925
003502,COOPER TIRE & RUBBER CO,CTB,3011,326211,P,01,LU,1,27430,20518,1,19620131,E,25,2510,251010,25101020,130,976
003504,COOPER COMPANIES INC,COO,3851,339115,P,01,LU,1,65541,5780,1,19830121,E,35,3510,351010,35101020,300,905
003505,MOLSON COORS BREWING CO,TAP,2082,312120,J,02,LU,3,90562,33,1,20050209,E,30,3020,302010,30201010,140,978
003505,MOLSON COORS BREWING CO,TAP,2082,312120,J,02C,LX,4,90562,33,-1,20050209,E,30,3020,302010,30201010,140,978
003505,MOLSON COORS BREWING CO,TAP,2082,312120,N,01C,LX,2,59248,33,-1,20050228,E,30,3020,302010,30201010,140,978
003505,MOLSON COORS BREWING CO,TAP,2082,312120,P,01,LC,1,59248,33,1,19750612,E,30,3020,302010,30201010,140,978
003532,CORNING INC,GLW,3679,334419,P,01,LU,1,22293,20523,1,19620131,E,45,4520,452030,45203015,180,940
003532,CORNING INC,GLW,3679,334419,C,00X,LU,0,22293,20523,1,19500101,19620130,45,4520,452030,45203015,180,940
003562,COUSINS PROPERTIES INC,CUZ,6798,531120,P,01,LU,1,27511,1072,1,19740131,E,40,4040,404020,40402010,850,800
003562,COUSINS PROPERTIES INC,CUZ,6798,531120,C,00X,LU,0,27511,1072,1,19740101,19740130,40,4040,404020,40402010,850,800
003570,CRACKER BARREL OLD CTRY STOR,CBRL,5812,722110,P,01,LC,1,27562,5169,1,19811105,E,25,2530,253010,25301040,420,978
003580,CRANE CO,CR,3490,332912,P,01,LU,1,20204,20531,1,19620131,E,20,2010,201060,20106020,355,925
003580,CRANE CO,CR,3490,332912,C,00X,LU,0,20204,20531,1,19500101,19620130,20,2010,201060,20106020,355,925
003619,CROWN HOLDINGS INC,CCK,3411,332431,P,01,LU,1,17726,20537,1,19620131,E,15,1510,151030,15103010,205,925
003619,CROWN HOLDINGS INC,CCK,3411,332431,C,00X,LU,0,17726,20537,1,19500101,19620130,15,1510,151030,15103010,205,925
003643,CULLEN/FROST BANKERS INC,CFR,6020,522110,P,01,LU,2,27888,840,1,19770708,E,40,4010,401010,40101015,817,800
003650,CUMMINS INC,CMI,3510,333618,P,01,LU,2,41080,20543,1,19640910,E,20,2010,201060,20106010,135,925
003662,CURTISS-WRIGHT CORP,CW,3728,332912,N,02,LU,2,89223,20546,1,20011106,20050524,20,2010,201010,20101010,345,925
003662,CURTISS-WRIGHT CORP,CW,3728,332912,C,00X,LC,0,18091,20546,1,19500101,19620130,20,2010,201010,20101010,345,925
003662,CURTISS-WRIGHT CORP,CW,3728,332912,P,01,LC,1,18091,20546,1,19620131,E,20,2010,201010,20101010,345,925
003707,DST SYSTEMS INC,DST,7374,518210,C,01,LC,3,83186,31782,1,19951101,E,45,4510,451020,45102020,453,940
003707,DST SYSTEMS INC,DST,7374,518210,C,01,LC,1,28266,5857,1,19830316,19900723,45,4510,451020,45102020,453,940
003708,WENDY'S/ARBY'S GROUP INC,WEN,5812,722110,P,03,LC,7,89818,20550,1,20030902,20080929,25,2530,253010,25301040,420,978
003708,WENDY'S/ARBY'S GROUP INC,WEN,5812,722110,P,03,LC,8,19828,20550,1,20080930,E,25,2530,253010,25301040,420,978
003708,WENDY'S/ARBY'S GROUP INC,WEN,5812,722110,J,01,LC,4,19828,20550,1,20030901,20080929,25,2530,253010,25301040,420,978
003708,WENDY'S/ARBY'S GROUP INC,WEN,5812,722110,C,01,LC,3,19828,20550,1,19760617,20030831,25,2530,253010,25301040,420,978
003708,WENDY'S/ARBY'S GROUP INC,WEN,5812,722110,C,01,LC,1,19828,20550,1,19620131,19671105,25,2530,253010,25301040,420,978
003708,WENDY'S/ARBY'S GROUP INC,WEN,5812,722110,C,00X,LC,0,19828,20550,1,19500101,19620130,25,2530,253010,25301040,420,978
003735,DANAHER CORP,DHR,3823,334513,P,01,LC,1,49680,20557,1,19700130,E,20,2010,201060,20106020,355,925
003735,DANAHER CORP,DHR,3823,334513,C,00X,LC,0,49680,20557,1,19700101,19700129,20,2010,201060,20106020,355,925
003769,INRANGE TECHNOLOGIES CORP,INRG,3576,334119,C,01,LC,3,88636,39168,1,20000922,20030505,45,4520,452010,45201020,190,940
003769,INRANGE TECHNOLOGIES CORP,INRG,3576,334119,C,01,LC,1,28696,5364,1,19820427,19951107,45,4520,452010,45201020,190,940
003786,DATASCOPE CORP,DSCP,3845,334510,P,01,LC,2,28840,1393,1,19721214,20090130,35,3510,351010,35101010,300,905
003813,TARGET CORP,TGT,5331,452990,P,01,LU,2,49154,20561,1,19690908,E,25,2550,255030,25503020,445,976
003814,DPL INC,DPL,4911,22111,P,01,LC,1,22859,20549,1,19620131,E,55,5510,551010,55101010,705,700
003835,DEERE & CO,DE,3523,333111,C,00X,LC,0,19350,20566,1,19491101,19620130,20,2010,201060,20106010,345,925
003835,DEERE & CO,DE,3523,333111,P,01,LC,1,19350,20566,1,19620131,E,20,2010,201060,20106010,345,925
003851,DELTA AIR LINES INC,DAL,4512,481111,P,01,LC,1,26112,20569,1,19620131,20051012,20,2030,203020,20302010,605,600
003851,DELTA AIR LINES INC,DAL,4512,481111,P,03,LC,5,91926,20569,1,20070503,E,20,2030,203020,20302010,605,600
003863,DELUXE CORP,DLX,2780,3231,P,01,LU,2,61743,1285,1,19721214,E,20,2020,202010,20201010,458,978
003897,DTE ENERGY CO,DTE,4911,22111,P,01,LC,5,11674,20574,1,19960102,E,55,5510,551030,55103010,705,700
003897,DTE ENERGY CO,DTE,4911,22111,C,00X,LD,3,11674,20574,-1,19510101,19620130,55,5510,551030,55103010,705,700
003897,DTE ENERGY CO,DTE,4911,22111,P,01,LD,4,11674,20574,-1,19620131,19960101,55,5510,551030,55103010,705,700
003905,DEVRY INC,DV,8200,611310,C,01,LU,2,76708,10992,1,19910621,E,25,2530,253020,25302010,175,976
003917,DIAGNOSTIC PRODUCTS CORP,DP,2835,325413,P,01,LU,1,29752,5541,1,19820608,20060731,35,3510,351010,35101010,300,905
003946,DIEBOLD INC,DBD,3578,334119,P,01,LU,2,40440,20582,1,19640427,E,45,4520,452020,45202010,357,925
003949,VERITAS DGC INC,VTS,1382,541360,C,02,LC,2,57883,25593,1,19721214,19870130,10,1010,101010,10101020,395,935
003949,VERITAS DGC INC,VTS,1382,541360,N,02C,LX,5,76769,25593,-1,19980430,20060531,10,1010,101010,10101020,395,935
003949,VERITAS DGC INC,VTS,1382,541360,C,02,LC,4,76769,25593,1,19910726,20070111,10,1010,101010,10101020,395,935
003964,DILLARDS INC  -CL A,DDS,5311,452111,P,01,LU,2,49429,20584,1,19691027,E,25,2550,255030,25503010,430,976
003971,DIONEX CORP,DNEX,3823,334513,P,01,LU,1,30147,5713,1,19821207,E,35,3520,352030,35203010,357,925
003980,DISNEY (WALT) CO,DIS,4833,515120,P,01,LU,1,26403,20587,1,19620131,E,25,2540,254010,25401030,245,978
004016,DOLLAR GENERAL CORP,DG,5331,452990,P,01,LU,2,30382,1354,1,19721214,20070731,25,2550,255030,25503020,432,976
004029,DOMINION RESOURCES INC,D,4911,22111,P,01,LC,2,64936,20592,1,19830602,E,55,5510,551030,55103010,705,700
004036,DONALDSON CO INC,DCI,3564,333411,P,01,LU,1,61313,1344,1,19721214,E,20,2010,201060,20106020,357,925
004040,DONNELLEY (R R) & SONS CO,RRD,2750,32311,P,01,LU,2,38682,20594,1,19621207,E,20,2020,202010,20201010,458,978
004040,DONNELLEY (R R) & SONS CO,RRD,2750,32311,J,01C,LX,3,38682,20594,-1,20040227,E,20,2020,202010,20201010,458,978
004058,DOVER CORP,DOV,3559,333298,P,01,LU,1,25953,20596,1,19620131,E,20,2010,201060,20106020,247,940
004058,DOVER CORP,DOV,3559,333298,C,00X,LU,0,25953,20596,1,19600101,19620130,20,2010,201060,20106020,247,940
004060,DOW CHEMICAL,DOW,2821,325211,C,00X,LC,0,20626,20597,1,19500601,19620130,15,1510,151010,15101020,160,970
004060,DOW CHEMICAL,DOW,2821,325211,P,01,LC,1,20626,20597,1,19620131,E,15,1510,151010,15101020,160,970
004062,DOW JONES & CO INC,DJ,2711,511110,P,01,LU,2,58990,1366,1,19721214,20071231,25,2540,254010,25401040,415,976
004066,OMNICOM GROUP,OMC,7311,541810,P,01,LU,2,30681,1367,1,19721214,E,25,2540,254010,25401010,456,976
004078,DREYER'S GRAND ICE CRM HLDGS,DRYR,2024,311520,C,00X,LU,1,30780,1392,1,19810611,19810629,30,3020,302020,30202030,250,978
004078,DREYER'S GRAND ICE CRM HLDGS,DRYR,2024,311520,P,01,LU,2,30780,1392,1,19810630,20030626,30,3020,302020,30202030,250,978
004087,DU PONT (E I) DE NEMOURS,DD,2820,3252,P,01,LU,1,11703,20606,1,19620131,E,15,1510,151010,15101020,160,970
004087,DU PONT (E I) DE NEMOURS,DD,2820,3252,C,00X,LU,0,11703,20606,1,19500101,19620130,15,1510,151010,15101020,160,970
004093,DUKE ENERGY CORP,DUK,4931,2211,P,01,LC,1,27959,20608,1,19620131,E,55,5510,551010,55101010,705,700
004094,DUN & BRADSTREET CORP,DNB,7320,561450,P,01,LC,3,88590,39133,1,20001003,E,20,2020,202020,20202020,175,976
004094,DUN & BRADSTREET CORP,DNB,7320,561450,P,01,LC,4,48506,20610,1,19690612,20001002,20,2020,202020,20202020,175,976
004103,DUQUESNE LIGHT HOLDINGS INC,DQE,4911,22111,C,00X,LU,1,25072,20612,1,19530518,19620130,55,5510,551010,55101010,705,700
004103,DUQUESNE LIGHT HOLDINGS INC,DQE,4911,22111,P,01,LU,2,25072,20612,1,19620131,20070531,55,5510,551010,55101010,705,700
004108,FLOWSERVE CORP,FLS,3561,333911,P,01,LU,2,30940,1425,1,19721214,E,20,2010,201060,20106020,357,925
004115,DYCOM INDUSTRIES INC,DY,1623,237130,P,01,LU,1,12008,7062,1,19840531,E,20,2010,201030,20103010,240,925
004145,PERKINELMER INC,PKI,3826,334516,P,01,LU,2,42200,20616,1,19650706,E,35,3520,352030,35203010,230,940
004194,EASTMAN KODAK CO,EK,3861,325992,P,01,LU,1,11754,20626,1,19620131,E,25,2520,252020,25202020,403,940
004194,EASTMAN KODAK CO,EK,3861,325992,C,00X,LU,0,11754,20626,1,19500101,19620130,25,2520,252020,25202020,403,940
004199,EATON CORP,ETN,3714,336312,C,00X,LU,0,11762,20627,1,19500101,19620130,20,2010,201060,20106020,355,925
004199,EATON CORP,ETN,3714,336312,P,01,LU,1,11762,20627,1,19620131,E,20,2010,201060,20106020,355,925
004201,EATON VANCE CORP,EV,6282,523930,C,01,LU,0,31500,1451,1,19730131,E,40,4020,402030,40203010,823,800
004213,ECOLAB INC,ECL,2842,325612,P,01,LU,2,70578,1467,1,19721214,E,15,1510,151010,15101050,167,970
004230,EDWARDS (A G) INC,AGE,6211,523120,P,01,LU,2,54391,20634,1,19720322,20071031,40,4020,402030,40203020,822,800
004241,EL PASO ELECTRIC CO,EE,4911,22111,P,01,LC,4,82855,1507,1,19960227,E,55,5510,551010,55101010,705,700
004241,EL PASO ELECTRIC CO,EE,4911,22111,P,01,LC,2,31764,1507,1,19721214,19950621,55,5510,551010,55101010,705,700
004242,EL PASO CORP,EP,4922,486210,C,01,LC,2,77481,22983,1,19920313,E,10,1010,101020,10102040,710,700
004274,ELECTRO SCIENTIFIC INDS INC,ESIO,3690,335999,P,01,LU,1,32054,6507,1,19831018,E,45,4520,452030,45203010,220,925
004321,EMERSON ELECTRIC CO,EMR,3600,335,P,01,LC,1,22103,20643,1,19620131,E,20,2010,201040,20104010,220,925
004321,EMERSON ELECTRIC CO,EMR,3600,335,C,00X,LC,0,22103,20643,1,19491001,19620130,20,2010,201040,20104010,220,925
004351,ENERGEN CORP,EGN,4924,221210,P,01,LU,1,26470,20649,1,19620131,E,55,5510,551020,55102010,710,700
004352,ENERGY CONVERSION DEV,ENER,3674,334413,C,01,LU,2,32636,1539,1,19721214,E,20,2010,201040,20104010,235,940
004367,WEATHERFORD INTL LTD,WFT,3533,333132,P,01,LU,1,32791,1543,1,19790131,E,10,1010,101010,10101020,395,935
004367,WEATHERFORD INTL LTD,WFT,3533,333132,C,00X,LU,0,32791,1543,1,19770101,19790130,10,1010,101010,10101020,395,935
004383,ATMOS ENERGY CORP,ATO,4924,221210,P,01,LU,1,32986,6748,1,19831228,E,55,5510,551020,55102010,710,700
004409,ENZON PHARMACEUTICALS INC,ENZN,2836,325414,P,01,LU,1,33137,6863,1,19840215,E,35,3520,352010,35201010,147,905
004418,ENZO BIOCHEM INC,ENZ,8071,621511,P,01,LU,1,33209,1557,1,19800612,E,35,3520,352030,35203010,147,905
004423,EQUIFAX INC,EFX,7320,561450,P,01,LU,2,52476,20659,1,19710511,E,20,2020,202020,20202020,453,940
004430,EQT CORP,EQT,4923,424720,P,01,LC,1,24328,20662,1,19620131,E,55,5510,551020,55102010,710,700
004430,EQT CORP,EQT,4923,424720,C,00X,LN,0,24328,20662,-1,19510101,19620130,55,5510,551020,55102010,710,700
004460,ESTERLINE TECHNOLOGIES CORP,ESL,3823,334513,P,01,LU,2,50788,20671,1,19700623,E,20,2010,201010,20101010,355,925
004462,NEWMARKET CORP,NEU,2860,325188,P,01,LU,2,42550,20672,1,19651014,E,15,1510,151010,15101050,167,970
004476,EXAR CORP,EXAR,3674,334413,P,01,LU,1,87696,7670,1,19850801,E,45,4530,453010,45301020,235,940
004494,EXPEDITORS INTL WASH INC,EXPD,4731,488510,P,01,LU,1,87717,7232,1,19840926,E,20,2030,203010,20301010,620,600
004503,EXXON MOBIL CORP,XOM,2911,324110,C,00X,LU,0,11850,20678,1,19500101,19620130,10,1010,101020,10102010,390,935
004503,EXXON MOBIL CORP,XOM,2911,324110,P,01,LU,1,11850,20678,1,19620131,E,10,1010,101020,10102010,390,935
004510,FMC CORP,FMC,2800,325,P,01,LU,1,19166,20681,1,19620131,E,15,1510,151010,15101020,165,970
004510,FMC CORP,FMC,2800,325,C,00X,LU,0,19166,20681,1,19500101,19620130,15,1510,151010,15101020,165,970
004517,FPL GROUP INC,FPL,4911,22111,P,01,LU,1,24205,20684,1,19620131,E,55,5510,551010,55101010,705,700
004517,FPL GROUP INC,FPL,4911,22111,C,00X,LU,0,24205,20684,1,19510101,19620130,55,5510,551010,55101010,705,700
004560,FAMILY DOLLAR STORES,FDO,5331,452990,P,01,LU,2,53866,20690,1,19720104,E,25,2550,255030,25503020,432,976
004579,FARMER BROS CO,FARM,2090,311920,P,01,LU,2,34367,1632,1,19721214,E,30,3020,302020,30202030,250,978
004598,FEDEX CORP,FDX,4513,492110,P,01,LU,1,60628,1685,1,19780412,E,20,2030,203010,20301010,620,600
004601,FANNIE MAE,FNM,6111,522294,P,01,LU,2,51043,20695,1,19700831,E,40,4010,401020,40102010,850,800
004605,FEDERAL REALTY INVESTMENT TR,FRT,6798,531120,P,01,LU,2,58413,20697,1,19750609,E,40,4040,404020,40402060,850,800
004608,FEDERAL SIGNAL CORP,FSS,3711,336120,P,01,LU,1,47706,20698,1,19690211,E,20,2010,201060,20106010,357,925
004611,MACY'S INC,M,5311,452111,C,02,LU,3,77462,22856,1,19920317,E,25,2550,255030,25503010,430,976
004611,MACY'S INC,M,5311,452111,C,02,LU,1,18550,22856,1,19620131,19880728,25,2550,255030,25503010,430,976
004611,MACY'S INC,M,5311,452111,C,00X,LU,0,18550,22856,1,19500201,19620130,25,2550,255030,25503010,430,976
004622,FERRO CORP,FOE,2851,325510,C,00X,LU,0,21135,20699,1,19500101,19620130,15,1510,151010,15101050,167,970
004622,FERRO CORP,FOE,2851,325510,C,01,LU,1,21135,20699,1,19620131,E,15,1510,151010,15101050,167,970
004640,FIFTH THIRD BANCORP,FITB,6020,522110,P,01,LU,1,34746,1741,1,19800131,E,40,4010,401010,40101015,815,800
004640,FIFTH THIRD BANCORP,FITB,6020,522110,C,00X,LU,0,34746,1741,1,19800101,19800130,40,4010,401010,40101015,815,800
004674,REGIONS FINANCIAL CORP,RF,6020,522110,P,01,LC,2,35044,1620,1,19721214,E,40,4010,401010,40101015,815,800
004675,INAMED CORP,IMDC,3842,339113,P,01,LU,1,10342,8265,1,19860610,20060331,35,3510,351010,35101010,300,905
004678,FIRSTMERIT CORP,FMER,6020,522110,P,01,LU,1,35167,5259,1,19820104,E,40,4010,401010,40101015,817,800
004685,TRUSTMARK CORP,TRMK,6020,522110,P,01,LU,0,35263,1658,1,19730131,E,40,4010,401010,40101015,817,800
004690,FIRST CITIZENS BANCSH  -CL A,FCNCA,6020,522110,P,01,LC,1,10777,8674,1,19861022,E,40,4010,401010,40101015,817,800
004699,M & T BANK CORP,MTB,6020,522110,C,01,LC,2,35554,1689,1,19721214,E,40,4010,401010,40101015,817,800
004708,BANCWEST CORP,BWE,6020,522110,P,01,LU,2,35781,1718,1,19721214,20011231,40,4010,401010,40101010,817,800
004723,U S BANCORP,USB,6020,522110,C,01,LC,6,66157,1645,1,20010227,E,40,4010,401010,40101010,815,800
004723,U S BANCORP,USB,6020,522110,C,01,LC,2,36127,1788,1,19721214,20010226,40,4010,401010,40101010,815,800
004737,FIRST HORIZON NATIONAL CORP,FHN,6020,522110,C,01,LU,2,36397,1856,1,19721214,E,40,4010,401010,40101015,817,800
004739,WACHOVIA CORP,WB,6020,522110,C,01,LC,2,36469,1869,1,19721214,20081231,40,4010,401010,40101010,810,800
004742,FIRST VIRGINIA BANKS INC,FVB,6020,522110,P,01,LU,2,52265,20724,1,19710419,20030731,40,4010,401010,40101015,817,800
004764,FLEETBOSTON FINANCIAL CORP,FBF,6020,522110,C,01,LU,2,47159,20734,1,19681115,20040430,40,4010,401010,40101010,815,800
004790,FLORIDA EAST COAST INDS,FLA,4011,482111,J,02,LU,2,88663,20738,1,20001010,20030930,20,2030,203040,20304010,610,600
004790,FLORIDA EAST COAST INDS,FLA,4011,482111,P,01,LU,1,27748,20738,1,19680131,20070731,20,2030,203040,20304010,610,600
004790,FLORIDA EAST COAST INDS,FLA,4011,482111,C,00X,LC,0,27748,20738,1,19680101,19680130,20,2030,203040,20304010,610,600
004802,FLORIDA ROCK INDUSTRIES INC,FRK,3270,327320,P,01,LU,2,56784,20740,1,19721214,20071130,15,1510,151020,15102010,202,970
004809,FLOWERS FOODS INC,FLO,2050,311812,P,01,LC,4,88924,41367,1,20010328,E,30,3020,302020,30202030,250,978
004809,FLOWERS FOODS INC,FLO,2050,311812,P,01,LC,2,49031,20743,1,19690821,20010326,30,3020,302020,30202030,250,978
004818,FLUOR CORP,FLR,1600,237990,P,01,LC,4,26382,20745,1,19651231,20001130,20,2010,201030,20103010,240,925
004818,FLUOR CORP,FLR,1600,237990,C,00X,LC,3,26382,20745,1,19571028,19651230,20,2010,201030,20103010,240,925
004818,FLUOR CORP,FLR,1600,237990,P,01,LC,4,88853,41080,1,20001222,E,20,2010,201030,20103010,240,925
004839,FORD MOTOR CO,F,3711,33611,P,01,LC,3,25785,20750,1,19620131,E,25,2510,251020,25102010,120,976
004839,FORD MOTOR CO,F,3711,33611,C,00X,LN,1,25785,20750,-1,19560307,19571230,25,2510,251020,25102010,120,976
004839,FORD MOTOR CO,F,3711,33611,C,00X,LC,2,25785,20750,1,19571231,19620130,25,2510,251020,25102010,120,976
004843,FOREST LABORATORIES  -CL A,FRX,2834,325412,P,01,LU,2,45241,20753,1,19671024,E,35,3520,352020,35202010,285,905
004844,FOREST OIL CORP,FST,1311,211111,P,01,LU,2,37234,1807,1,19721214,E,10,1010,101020,10102020,380,935
004844,FOREST OIL CORP,FST,1311,211111,N,01C,LX,3,37234,1807,-1,19980930,20060331,10,1010,101020,10102020,380,935
004885,FRANKLIN RESOURCES INC,BEN,6282,523920,P,01,LU,2,37584,6407,1,19830923,E,40,4020,402030,40203010,823,800
004941,GATX CORP,GMT,4700,532411,P,01,LC,2,12036,20773,1,19620131,E,20,2010,201070,20107010,610,600
004941,GATX CORP,GMT,4700,532411,C,00X,LN,1,12036,20773,-1,19501230,19620130,20,2010,201070,20107010,610,600
004973,ARTHUR J GALLAGHER & CO,AJG,6411,524210,P,01,LU,1,38093,7094,1,19840620,E,40,4030,403010,40301010,330,800
004988,GANNETT CO,GCI,2711,511110,P,01,LU,2,47941,20782,1,19690310,E,25,2540,254010,25401040,415,976
004990,GAP INC,GPS,5651,448140,P,01,LU,1,59010,1892,1,19760520,E,25,2550,255040,25504010,452,976
005018,GENCORP INC,GY,3760,336415,C,00X,LU,0,20765,20786,1,19491201,19620130,20,2010,201010,20101010,355,925
005018,GENCORP INC,GY,3760,336415,P,01,LU,1,20765,20786,1,19620131,E,20,2010,201010,20101010,355,925
005020,GENENTECH INC,DNA,2834,325412,P,01,LC,2,38280,1928,1,19830101,19900831,35,3520,352010,35201010,285,905
005020,GENENTECH INC,DNA,2834,325412,J,01,LD,1,38280,1928,-1,19820129,19821231,35,3520,352010,35201010,285,905
005020,GENENTECH INC,DNA,2834,325412,C,02,LC,3,38280,1928,1,19801014,19821231,35,3520,352010,35201010,285,905
005020,GENENTECH INC,DNA,2834,325412,P,04,LC,5,87031,1928,1,19990720,20090331,35,3520,352010,35201010,285,905
005046,GENERAL DYNAMICS CORP,GD,3730,336611,C,00X,LC,0,12052,20791,1,19540101,19620130,20,2010,201010,20101010,110,925
005046,GENERAL DYNAMICS CORP,GD,3730,336611,P,01,LC,1,12052,20791,1,19620131,E,20,2010,201010,20101010,110,925
005047,GENERAL ELECTRIC CO,GE,9997,999977,P,01,LC,1,12060,20792,1,19620131,E,20,2010,201050,20105010,220,925
005047,GENERAL ELECTRIC CO,GE,9997,999977,C,00X,LC,0,12060,20792,1,19500101,19620130,20,2010,201050,20105010,220,925
005071,GENERAL MILLS INC,GIS,2040,311230,C,00X,LU,0,17144,20798,1,19500601,19620130,30,3020,302020,30202030,250,978
005071,GENERAL MILLS INC,GIS,2040,311230,P,01,LU,1,17144,20798,1,19620131,E,30,3020,302020,30202030,250,978
005074,ELECTRONIC DATA SYSTEMS CORP,EDS,7370,541513,P,01,LC,4,83596,31660,1,19960610,20080930,45,4510,451020,45102020,454,940
005074,ELECTRONIC DATA SYSTEMS CORP,EDS,7370,541513,P,01,LC,2,52070,25225,1,19710303,19841018,45,4510,451020,45102020,454,940
005074,ELECTRONIC DATA SYSTEMS CORP,EDS,7370,541513,P,01,LC,3,66931,20799,1,19841019,19960609,45,4510,451020,45102020,454,940
005087,SPX CORP,SPW,3612,335311,P,01,LU,1,12095,20804,1,19620131,19981006,20,2010,201060,20106020,220,925
005087,SPX CORP,SPW,3612,335311,C,00X,LU,0,12095,20804,1,19500101,19620130,20,2010,201060,20106020,220,925
005087,SPX CORP,SPW,3612,335311,P,01,LU,6,55212,21548,1,19981007,E,20,2010,201060,20106020,220,925
005109,GENESCO INC,GCO,5661,448210,P,01,LU,1,21055,20805,1,19620131,E,25,2550,255040,25504010,449,976
005109,GENESCO INC,GCO,5661,448210,C,00X,LU,0,21055,20805,1,19491101,19620130,25,2550,255040,25504010,449,976
005116,GENTEX CORP,GNTX,3714,336399,P,01,LU,1,38659,5242,1,19811222,E,25,2510,251010,25101010,130,976
005125,GENUINE PARTS CO,GPC,5013,423120,P,01,LU,2,46674,20807,1,19680820,E,25,2550,255010,25501010,130,976
005179,GLATFELTER,GLT,2621,322121,P,01,LU,2,57154,20819,1,19721214,E,15,1510,151050,15105020,400,970
005216,GOLDEN WEST FINANCIAL CORP,GDW,6035,522120,C,01,LU,1,53479,20831,1,19750228,20060929,40,4010,401020,40102010,840,800
005229,GOODRICH CORP,GR,3728,336413,C,00X,LU,0,12140,20833,1,19500101,19620130,20,2010,201010,20101010,110,925
005229,GOODRICH CORP,GR,3728,336413,P,01,LU,1,12140,20833,1,19620131,E,20,2010,201010,20101010,110,925
005234,GOODYEAR TIRE & RUBBER CO,GT,3011,326211,P,01,LU,1,16432,20834,1,19620131,E,25,2510,251010,25101020,130,976
005234,GOODYEAR TIRE & RUBBER CO,GT,3011,326211,C,00X,LU,0,16432,20834,1,19500101,19620130,25,2510,251010,25101020,130,976
005252,GRACO INC,GGG,3561,333911,P,01,LU,2,39571,2002,1,19721214,E,20,2010,201060,20106020,355,925
005256,GRAINGER (W W) INC,GWW,5000,42,P,01,LU,2,52695,20841,1,19710623,E,20,2010,201070,20107010,222,940
005301,GREAT ATLANTIC & PAC TEA CO,GAP,5411,445110,P,01,LC,1,26657,20844,1,19620131,E,30,3010,301010,30101030,440,978
005340,GREY GLOBAL GROUP INC,GREY,7311,541810,P,01,LU,2,40097,2012,1,19721214,20050331,25,2540,254010,25401010,456,976
005417,HUDSON UNITED BANCORP,HU,6020,522110,P,01,LC,1,65939,2231,1,19820129,20060131,40,4010,401010,40101015,817,800
